Stock #,Availability,Shape,Weight,Clarity,Color,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Price,Total Price,Discount Percent,Image Link,Image Link 2,Image Link 3,Image Link 4,Image Link 5,Image Link 6,Video Link,Cut Grade,Polish,Symmetry,Depth Percent,Table Percent,Fluorescence Intensity,Fluorescence Color,Lab,Certificate #,Certificate Url,Cert Comment,Culet Condition,Culet Size,Girdle Percent,Girdle Condition,Girdle Thick,Girdle Thin,Measurements,Measurements Depth,Measurements Length,Measurements Width,Milky,Pavilion Depth,BGM,Crown Height,Crown Angle,Pavilion Angle,Laser Inscription,Member Comments,Pair,H&A,City,State,Country,Stock Number for Matching Pair,Share Access,Eye Clean,Featured,Table Open,Crown Open,Girdle Open,Star Length,Type,Tinge,Luster,Black Inclusion,Location of Black,Table Inclusion,Key To Symbol,Surface Graining,Internal Graining,Inclusion Pattern,Diamond Origin Report,Short Title,Arrival Date,Growth Type
,Yes,Emerald,"0,51",VS2,I,,,,500,255,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA53A-2,EX,EX,VG,"69,7",63,,,GCAL,322200543,,,,,,,,,,5.42,3.73,2.60,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"0,51",SI2,Fancy Light Blue,,,,600,306,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA107A-2,VG,VG,VG,"65,6",61,,,GCAL,322430085,,,,,,,,,,5.1,4.34,2.84,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"0,51",VS2,H,,,,500,255,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA71A-3,VG,VG,VG,"61,2",62,,,GCAL,322430086,,,,,,,,,,05.01,4.44,2.72,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Marquise,"0,51",VS2,I,,,,500,255,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA80A-2,VG,EX,GD,"62,8",54,,,GCAL,322140713,,,,,,,,,,8.67,04.01,2.52,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Marquise,"0,52",I2,F,,,,500,260,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA71A-4,VG,VG,VG,"58,1",57,,,GCAL,321920271,,,,,,,,,,09.02,4.24,2.47,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Marquise,"0,52",SI1,F,,,,500,260,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA73A-2,EX,VG,VG,"57,7",61,,,GCAL,321920273,,,,,,,,,,8.35,4.44,2.56,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Marquise,"0,52",SI1,I,,,,500,260,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA79A-3,VG,VG,VG,"60,7",61,,,GCAL,321920272,,,,,,,,,,09.03,4.11,2.49,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Pear,"0,53",VS2,Fancy Deep Blue,,,,600,318,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA70A-200,VG,VG,VG,"64,6",59,,,GCAL,322500092,,,,,,,,,,07.07,3.1,1.1,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"0,54",SI1,H,,,,500,270,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA71A-2,VG,VG,VG,"63,2",59,,,GCAL,321920282,,,,,,,,,,6.79,4.55,2.87,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Pear,"0,54",VS2,Fancy Light Blue,,,,600,324,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA02A-3,VG,EX,VG,"60,2",63,,,GCAL,322140706,,,,,,,,,,7.6,4.48,2.7,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Marquise,"0,54",VS2,I,,,,500,270,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA104A-3,EX,VG,VG,"62,3",61,,,GCAL,322140714,,,,,,,,,,8.43,4.25,2.65,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Marquise,"0,55",SI2,Fancy Light Blue,,,,600,330,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA106A-3,VG,VG,VG,"62,2",52,,,GCAL,322430082,,,,,,,,,,7.1,4.22,2.63,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Pear,"0,57",VVS2,F,,,,500,285,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA23A-201,EX,VG,VG,"64,6",59,,,GCAL,321920296,,,,,,,,,,7.50,4.57,2.96,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"0,58",VS2,Fancy Light Blue,,,,600,348,,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=ZAA46A-200,VG,VG,VG,"62,9",56,,,GCAL,321800035,,,,,,,,,,6.72,4.69,2.95,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Round,"0,58",VVS2,Light Yellow,,,,600,348,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA100A-200,ID,EX,EX,"61,7",56,,,GCAL,322140711,,,,,,,,,,5.33,4.1,3.3,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Marquise,"0,58",SI1,H,,,,500,290,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA91A-4,VG,VG,VG,"63,5",58,,,GCAL,322430083,,,,,,,,,,8.86,4.33,2.75,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Marquise,"0,59",VS1,H,,,,500,295,,,,,,,,-,VG,VG,VG,66,51,,,GCAL,321920274,,,,,,,,,,8.64,4.29,2.83,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Emerald,"0,6",VS2,Fancy Light Blue,,,,600,360,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA08A-2,VG,EX,VG,"71,6",67,,,GCAL,321920300,,,,,,,,,,5.58,3.94,2.82,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Round,"0,6",VS1,J,,,,500,300,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA27A-201,VG,EX,VG,"60,5",58,,,GCAL,321920258,,,,,,,,,,5.46,5.50,3.32,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Marquise,"0,6",VVS1,H,,,,500,300,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA10A-2,VG,EX,VG,"65,4",60,,,GCAL,322140715,,,,,,,,,,7.1,4.41,2.88,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"0,64",VS1,G,,,,500,320,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA62A-200,EX,VG,VG,"62,3",60,,,GCAL,322200538,,,,,,,,,,7.00,4.81,3.00,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Radiant,"0,65",VS2,F,,,,500,325,,,,,,,,-,EX,VG,VG,"64,5",65,,,GCAL,322690190,,,,,,,,,,6.24,4.43,2.86,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"0,66",VVS1,I,,,,500,330,,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=ZAA31A-1,VG,VG,VG,65,60,,,GCAL,321800036,,,,,,,,,,6.76,4.91,3.19,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Princess,"0,66",SI1,H,,,,500,330,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA130A-1,EX,VG,VG,"66,7",70,,,GCAL,322650190,,,,,,,,,,4.88,4.77,3.18,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"0,69",VS2,G,,,,500,345,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA42A-1,EX,EX,VG,"63,6",56,,,GCAL,322690197,,,,,,,,,,6.94,4.97,3.16,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"0,7",VS2,Fancy Light Blue,,,,600,420,,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=ZAA61A-200,VG,VG,GD,"59,8",67,,,GCAL,321800037,,,,,,,,,,7.29,5.00,2.99,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Marquise,"0,71",VS1,G,,,,500,355,,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=ZAA10A-3,-,EX,EX,"62,7",60,,,IGI,532251708,,,,,,,,,,9.62 x 4.51 x 2.83,,,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"0,71",SI1,G,,,,500,355,,,,,,,,-,VG,EX,VG,"69,6",63,,,GCAL,322430077,,,,,,,,,,05.07,05.02,02.01,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Pear,"0,71",VS2,G,,,,500,355,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA43A-200,EX,EX,VG,"66,6",60,,,GCAL,322650191,,,,,,,,,,6.1,3.1,3.15,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Marquise,"0,71",VS1,Fancy Blue,,,,600,426,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA78A-3,VG,EX,VG,66,58,,,GCAL,322140716,,,,,,,,,,7.1,4.56,03.01,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"0,72",VS2,F,,,,500,360,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA04A-1,VG,VG,GD,"64,1",58,,,GCAL,321920283,,,,,,,,,,7.35,4.89,3.14,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"0,73",VS2,I,,,,500,365,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA44A-2,EX,EX,VG,"65,4",58,,,GCAL,322070025,,,,,,,,,,7.33,4.90,3.20,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"0,75",VS2,G,,,,500,375,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA117A-1,G,VG,GD,"62,2",57,,,GCAL,322500089,,,,,,,,,,7.37,5.12,3.18,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Marquise,"0,75",VVS2,Fancy Light Blue,,,,600,450,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA12A-2,VG,EX,VG,"64,7",58,,,GCAL,322140717,,,,,,,,,,9.6,4.67,2.1,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"0,76",VS2,I,,,,500,380,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA33A-1,VG,VG,GD,"69,5",62,,,GCAL,321920249,,,,,,,,,,5.37,5.21,3.62,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Marquise,"0,76",VS2,H,,,,500,380,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA76A-3,VG,EX,VG,"66,7",63,,,GCAL,322140718,,,,,,,,,,9.49,4.6,03.07,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Radiant,"0,77",SI2,Fancy Intense Yellow,,,,600,462,,,,,,,,-,ID,EX,EX,"65,2",64,,,GCAL,322650192,,,,,,,,,,5.1,4.46,2.91,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"0,78",VS2,Fancy Blue,,,,600,468,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA107A-4,VG,EX,VG,"56,1",61,,,GCAL,322430087,,,,,,,,,,06.01,5.39,03.02,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Pear,"0,79",VS1,Fancy Blue,,,,600,474,,,,,,,,-,VG,VG,VG,"62,6",60,,,GCAL,322500093,,,,,,,,,,8.32,05.01,3.14,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"0,8",VS2,I,,,,500,400,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA21A-1,EX,EX,VG,"64,9",58,,,GCAL,321920284,,,,,,,,,,7.29,5.15,3.34,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"0,8",VS2,J,,,,500,400,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA34A-1,VG,VG,GD,"65,7",65,,,GCAL,321920250,,,,,,,,,,5.57,5.40,3.54,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Radiant,"0,8",VS2,I,,,,500,400,,,,,,,,-,EX,EX,VG,"69,2",68,,,GCAL,322340182,,,,,,,,,,6.38,4.56,3.16,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Emerald,"0,82",VS1,H,,,,500,410,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA151A-1,EX,VG,VG,"63,6",61,,,GCAL,322650193,,,,,,,,,,6.46,4.49,01.01,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"0,84",SI1,I,,,,500,420,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA94A-2,VG,VG,VG,"66,1",58,,,GCAL,321990323,,,,,,,,,,7.76,5.11,3.38,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Marquise,"0,84",SI2,F,,,,500,420,,,,,,,,-,EX,EX,VG,"60,5",60,,,GCAL,322340180,,,,,,,,,,9.86,4.99,03.02,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Asscher,"0,85",SI1,H,,,,500,425,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA109A-1,VG,VG,VG,"67,4",62,,,GCAL,322430079,,,,,,,,,,5.22,5.22,3.52,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"0,85",SI1,G,,,,500,425,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA39A-1,VG,VG,VG,"63,5",58,,,GCAL,322140720,,,,,,,,,,7.55,5.3,3.37,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Marquise,"0,86",VS2,E,,,,500,430,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA92A-3,VG,EX,GD,"61,8",55,,,GCAL,322070030,,,,,,,,,,9.70,05.07,3.13,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Pear,"0,89",SI2,I,,,,500,445,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA02A-2,VG,VG,VG,"62,4",61,,,GCAL,321920297,,,,,,,,,,8.62,5.25,3.28,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Heart,"0,89",VS2,H,,,,500,445,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA19A-1,EX,EX,EX,"58,8",57,,,GCAL,322140703,,,,,,,,,,6.53,5.1,3.85,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"0,9",VS2,Fancy Light Blue,,,,600,540,,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=ZAA22A-1,EX,VG,VG,"65,5",58,,,GCAL,321800038,,,,,,,,,,7.60,5.31,3.48,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Marquise,"0,9",VS1,H,,,,500,450,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA78A-4,EX,VG,VG,"65,3",59,,,GCAL,322200542,,,,,,,,,,9.59,4.98,3.25,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"0,93",SI2,I,,,,500,465,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA134A-1,EX,EX,EX,"69,7",63,,,GCAL,322560714,,,,,,,,,,5.64,5.57,02.01,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"0,99",VS1,I,,,,500,495,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=zaa67a-2,EX,EX,EX,"61,6",60,,,GCAL,321860311,,,,,,,,,,8.33,5.52,3.40,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,1,SI1,I,,,,500,500,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA107A-3,EX,EX,VG,"63,3",59,,,GCAL,321990324,,,,,,,,,,8.13,5.57,3.52,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,1,VS1,H,,,,500,500,,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=ZAA65A-2,EX,EX,VG,"63,7",59,,,GCAL,321800039,,,,,,,,,,8.11,5.56,3.54,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Marquise,1,VS2,H,,,,500,500,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=zaa50a-1,EX,VG,EX,"63,1",59,,,GCAL,321860323,,,,,,,,,,10.46,5.17,3.26,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,1,VS2,I,,,,500,500,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=zaa38a-1,EX,EX,EX,"63,2",60,,,GCAL,321860313,,,,,,,,,,08.03,5.62,3.55,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,1,SI1,Fancy Light Blue,,,,900,900,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=zaa36a-1,EX,EX,EX,"62,6",59,,,GCAL,321860312,,,,,,,,,,7.98,5.62,3.52,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Pear,1,I1,I,,,,700,700,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=zaa35a-1,EX,EX,EX,"61,4",62,,,GCAL,321860324,,,,,,,,,,8.65,5.58,3.42,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,1,VS2,G,,,,500,500,,,,,,,,-,EX,EX,EX,"64,2",59,,,GCAL,321920285,,,,,,,,,,08.01,5.56,3.57,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,1,I1,H,,,,700,700,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA98A-1,EX,VG,VG,"60,9",60,,,GCAL,322200539,,,,,,,,,,8.49,5.62,3.42,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Radiant,1,VS2,I,,,,500,500,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA120A-1,EX,EX,EX,66,64,,,GCAL,322560712,,,,,,,,,,6.94,3.1,02.01,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Heart,1,VS1,I,,,,500,500,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA141A-1,EX,EX,EX,"59,6",57,,,GCAL,322560713,,,,,,,,,,6.96,5.96,4.14,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Heart,1,SI2,J,,,,500,500,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA111A-1,EX,EX,EX,"59,3",57,,,GCAL,322500095,,,,,,,,,,6.87,06.05,04.08,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,1,SI1,I,,,,500,500,,,,,,,,-,EX,EX,EX,"63,2",58,,,GCAL,322430088,,,,,,,,,,7.95,04.01,3.54,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Emerald,"1,01",VS2,H,,,,700,707,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA95A-1,VG,EX,VG,"69,9",58,,,GCAL,321920301,,,,,,,,,,6.99,4.64,3.24,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"1,01",VS2,H,,,,700,707,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA26A-1,EX,VG,VG,"62,8",62,,,GCAL,321920286,,,,,,,,,,7.94,5.63,3.54,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Emerald,"1,01",VS2,Fancy Light Blue,,,,1000,1010,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA32A-1,EX,EX,EX,70,61,,,GCAL,321920302,,,,,,,,,,6.61,4.70,3.29,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Princess,"1,01",VS1,Fancy Light Greenish Yellow,,,,1000,1010,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA100A-1,EX,EX,EX,"73,7",70,,,GCAL,322140704,,,,,,,,,,5.41,5.4,3.98,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Pear,"1,02",SI1,Fancy Deep Blue,,,,900,918,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA69A-1,EX,EX,EX,"62,7",57,,,GCAL,322140707,,,,,,,,,,09.01,5.55,3.48,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"1,05",VS1,H,,,,700,735,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=zaa85a-1,EX,EX,EX,"59,8",59,,,GCAL,321860314,,,,,,,,,,8.38,5.81,3.48,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Marquise,"1,06",VS1,Fancy Light Blue,,,,1000,1060,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA106A-4,VG,VG,VG,64,57,,,GCAL,321990321,,,,,,,,,,10.26,5.28,3.38,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"1,08",SI1,F,,,,700,756,,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=ZAA59A-1,EX,EX,VG,"63,3",60,,,GCAL,321800040,,,,,,,,,,8.22,5.76,3.65,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"1,09",VS2,H,,,,700,763,,,,,,,,-,EX,EX,EX,"62,6",60,,,GCAL,321800041,,,,,,,,,,8.46,5.72,3.58,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Round,"1,11",VS1,I,,,,700,777,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=zaa28a-1,EX,EX,EX,"62,4",56,,,GCAL,321860304,,,,,,,,,,6.59,6.64,4.13,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Marquise,"1,12",VS2,Fancy Intense Blue,,,,1000,1120,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=zaa56a-1,ID,EX,EX,65,60,,,GCAL,321860325,,,,,,,,,,10.28,5.34,3.48,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"1,13",VVS2,I,,,,900,1017,,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=ZAA67A-1,-,EX,EX,63,58,,,IGI,533283525,,,,,,,,,,8.42,5.79,3.65,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Marquise,"1,19",SI2,I,,,,700,833,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=zaa71a-1,ID,EX,EX,64,62,,,GCAL,321860326,,,,,,,,,,10.93,5.48,3.51,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
